imfuziselo utshintshiselwano
udebe umlebe
isibindi isibindi
inkombamudwa enobude
iphaphu umphunga
uthwethwesi inwebu
umlomo umlomo
uzipho uzipho
umqala intamo
umuzwa umthambo-luvo
posa iposi
umgogodla umqolo
inkomo; ilungu
ugongolo umqadi;
umdonso ibhloko
isitini isitena
ushimula itshimini
iqobhe umpha
ukuvuza thontsiza
ukukhanya ukukhanya
ukufoloma ukubumba
ihhala iharika
ukhalo ungqameko
induku intonga
gingqa qengqa
usebe unxweme
ithayela ithayili
ukunukubezeka ungcoliseko
idlozi ukhokho
zalanisa khwelanisa
isikhutha umoya
isimo imozulu
ukuhlanganisa ukwakhiwa
isifo isifo
izimila uhlaza
inhlamvu ukhozo
isilokazana isonakalisi
dunga ukungcolisa
ukudunga ungcoliseko
udlezinye irhamncwa
uhlobofanana izidalwa
andisa ukunwena
qhuma ntshula;
amanzi amanzi
umkhathi umaleko
umzungezo umjikelo
ukunukubezeka ungcoliseko
ukuhlanzeka ubunjani
ukhula ukhula
isizindalwazi iwebhusayithi
isikelemu umbungu
ithuluzi isixhobo
sakaza ukusasaza
ifa ilifa
uhleloxhumano i-intanethi
ukwazi ulwazi
igundane impuku
into into
ngokohleloxhumano ukunxibeleleka
inqama inkunzi
hlaba umqondiso
ilahle ibhetri
inyongo inyongo
ukuqondisa ulawulo
ingozi ingozi
okwehlukile isinxaxhi
isihibe irhintyela
ulawulozinga ulawulo
ukudlwengula ukudlwengula
isiguquli isiguquli
silinganiso umyinge
imboni umzi-mveliso
imboni ushishino
inhlanganiselamisebenzi ipotfoliyo
ialbhathrosi ingabangaba
-aligetha uhlobo
i-amoniya iamoniya
isilwane isihlali
inyamazane inyamakazi
uthi iimpondo
okubolayo ezibolayo
inhlaza intlaza
unakekelomvelo ulondolozo
ukuguquka inguquko
uqweqwe isikhoko
okusankalankala isilwanyana
wohlokayo omagqabi
isibulalimagciwane isibulala
ukhozi ukhetshe
qhuma ntshula
amanzi amanzi
isenzabubomvu isithwalimongomoya
isilwane ezitya
insingizi umkholwane
isakhamuzi hleliyo
okungenamgogodla izilwanyana
ichibi ichibi
okusandumba umdumba
isiphuku iqokobhe
umquba umgquba
ibalazwe imaphu
ixobho umgxobhozo
isibonisakhulu isibonisi
umswakama ukufuma
bumba ungundo
imvukuzane intuku
okusamnenke izilwanyana
ncibilikile enyibilisekayo
ulembu ubulembu
ibhu ivivingane
inkucuza isigcina-kufuma
umnyuzi imeyile
imbaza imbaza
kwemvelo yendalo
umpe incindi
kwasebusuku ezobusuku
isondlamzimba isondlo
isidlakonke oodlakonke
insimu umyezo
ngaphezu ulwando
imbaza izwembezi
umoyamkhathi umoya
unqenqema ulwaleko
ukwakhiwa ukwenziwa
ukushisa ukukhanyisa
okunemisebe imitha
intulo icikilishe
inzwa isivi
ihluzo isihluzo
isiboniselo isiboniso
umkhathi umaleko
isilawulakushisa ithemostati
ukumfoma ukumfimfa
uhlobo ityhuna
okunomgogodla ezinethambo
vumela vumela
umcibisholo utolo
i-imeyili Iimeyili
ubunjalonhlamvu umyinge
xoxa ncokola
vala vala;
mpitsha xinzelela
ukuxhumanisa uqhagamshelo
thwebula khuphela
ngena ngena
isigudlo ifili
cwenga hluza
iduku iflegi
ukuvumelana vuma;
isivumelwano imvisiswano
ukugwema phepha
gwavuma veza
ngemuva ngemva
kholwa kholelwa
hlanganisa bopha
ukuzala ukuzala
umnsalo isaphetha
igatsha naba
phula aphula
inyanda inyanda
bala bala
cwebile cacileyo
ukuhlangabezana ukukrokrelisa;
isifungo isifungo
minjalo isigxina
ibhentshi ibhentshi
uchwepheshe umlawuli;
ibhuloho ibhulorho
umthwalokazi umthwalo
uhlelofana ukuhlela
isiqukathi isigcini
ukuphazimiseka isiphene
okumbiwayo isimbiwa
uphawu ipropati
isithuthi isithuthi
isitsha isityana
igumbi iengile
inkabamudwa isiqu
isentimitha isentimitha
inkabasisindo umbindi
indingilizi isazinge
umjikelezo umphandle
ijika igophe
isilinda isilinda
imbulunga mbhoxo
umfutho amandla
isilinganisomdwebo umzobo
-kokuzenzela uzenzele
isinye isinyi
inhlumayo isingxobo
isifo isifo
ukuhanjiswa ukurhuda;
inxoza umsonto
izenze intakumba
umkhuba umkhwa
impilo impilo
isinambuzane isinambuzane
ukuphuphunyelwa isisu
ukondliwa isondlo
iphrotheyini iprotheni
isidoda amadlozi
umzali umzali
ukusakaza ukugqithisa
umkhuhlane icesina
inkaba inimba
chama chama
isibeletho isibeleko
uhlabo inyumoniya
ukungenisa ungenisomoya
igazi igazi
uhlelo isixokelelwano
ukuphakama umphakamo
i-amitha isibali-mandla
ukudonsa umtsalane
isiyingi umjikelezo
inkatha inkatha
isidlulisi isinikezeli
okuswakeme efumileyo
bola ukubola
ukujula ubunzulu
inkabamudwa idayamitha
isidlulisigesi idayodi
inkombandlela umkhomba-ndlela
ucwephendilinga icwecwe
ibanga umgama
ngakubili entlantlu-mbini
nwebekayo enwabulukayo
isibethelo umqheba
okukagesi yombane
ugesi umbane
uzibuthegesi umazibuthe
sambulunga embhoxo
isibonelo umzekelo
ukwandisa ukwanda
insimu intsimi
ifilimu isigqumi
ukugudlana ukhuhlwano
isizimeleli ifalkhram
nqumayo oleleyo
isivimbelakushisa isigqumi
uzibuthe isitsalane
nokucangcatheka nokukhandwa
izibalo izibalo
okukaliwe umlinganiselo
isibuko isipili
umfanekiso umfuziselo
inyanga inyanga
umnyakazo intshukumo
okuqasheliwe ingqwalasela
inhlayiya isuntswana
umsiko umfuziselo
isifundo ifiziksi
iphistini ipistini
umdonso ipuli
hlanzekile ecocekileyo
izingabunjalo umgangatho
ubungako ubungakanani
umsebe umtha
ingxubensebenziswano uphembeleleko
ukubuyiseleka ubuyiso-kukhanya
umfutho amandla
isisekelisincibikalisi isixhobo
xazulula zolisa;
impande ingcambu
umzuzwana umzuzwana
bumba imilo
iselonoyidi ucingo
ukuzinza uzinzo
iqophelo umlinganiselo
susa thabatha
ilanga ilanga
ukuqinisa ukuqina
itheminali isinxibelelanisi
ishisandlu nobushushu
isikali amandla
isiguquli isilungelelanisimbane
isilawulimandla isixhobo
ishubhu ityhubhu
umkhathi ihamte
ijubane isantya
umugqa ethe
okunobunjimbilili enqumbululu
ukwanelisa cenga;
thakatha thakatha
ambula ukuguqula
lapha nyanga
intambo ucothiso
isikhuthazi isikhuthazi
isixhobo isicuku
umbiko ingxelo
eluleka cebisa
uphawu uphawu
ingane umntwana
ugwadule intlango
isixhumanisi uqhagamshelwano
sigcinalwazi ibhetri
ngqo chanekile
sinongo isinongi
inomfi isincamathelisi
ibhanoyi inqwelomoya
ingxube intlaka
umoya umoya
bhola isigqobhozi
igwebu iqamza
ukuheleza ijelo
ukuhlelwa ulawulo-qondo
indizamshini inqwelomoya
isikhumulo isikhululo
utywala utywala
isigubhu isamkeli-moya
isigcinamoya isigcinimoya
ngangenimoya evingcela
uvovo imvomvo
iklorini iklorini
ukuphambana umsinga
i-amoniyamu isichumiso
iempu iqondo
-zinzisa iankile
isandisamsindo isandisi
isitshalo isityalo
insizakusebenza izixhobo
-goba ukwenza
ihhabhula iapile
ithuluzi isixhobo
bhuloho umchankcatho
umdwebizakhiwo umyili
umkhiqizo uzenzele
itsheboya iasbhestosi
izilwanyana oonomalungwana
umanyolo uzenzele
uzibuthe uzenzele
usomkhathi usomajukujuku
silawuli ulawulo
umfutho amandla
donsa tsala
ikwindla ukwindla
usungulo inyatyhoba
isikhala isikhondo
imigqa umgca
isilutho isigcayiseli
inkabamudwa umzila
isifukameli ibheyikhilayithi
isikhukhumalisi igwele
ihhukumciji irhengqe
uqwathule ibala
uzinzo ukuzinza
ibhaluni ibhaloni
uzibuthe umazibuthe
ibhandishi ibhandeji
ixolo ixolo
ishede ishedi
isikhova isikhova
uqhwaku umlomo
isitsha ibhikha
ubhontshisi imbotyi
isiqukathilahle ibhokisi
ibhaxa isixhasi-msarho
intshakaza ubulembu
ibhande ibhanti
intshebe intshebe
inyosi inyosi
ubande umthi
ijika igophe
indlu itsili
gobile egobileyo
ibhenzini ibhenzina
isibonakude isibonisi
usota isoda
ibhayisikili ibhayisekile
inyoni intaka
isichenene umanzabomvu
inhlambanyoni ibhafu
nyoni intaka
umakhi umlungisi
isisindo ubunzima
icembe isiqu
ukudla incakuba
insikazi injakazi
indlambaza mnyama
uqadolo umhlabangubo
ingubo ingubo
indlambaza intaka
isenzamhlophe isihlophisi
umgudu umsinga
mbali ukudubula
inhlayiya ijoni
imbali ukudubula
ukuhamba ukuhamba
umbala zuba-mnyama
iphepha iphepha
inkonkoni inkonkoni
phephetha ukuvuthela
phephula ukuvuthuluka
uzipho uzipho
amafutha amafutha
luhlaza luhlaza
sikebhe isikhephe
umumo imilo
ukushisa iqondo
isifundo izifundo
amanzi amanzi
isigcinamabhodlela itanki
amanzi amanzi
ipitsi umngxuma
ngezansi ezantsi
ugqinsi intlenge
usozimila inzululwazi
ibhodlela ibhotile
imbali intyatyambo
isitsha isitya;
isipikili isikhonkwane
isibopho isixhobo
ibhuleki isiqhoboshi
izimpepha amakhatshu
nosawotshana amtyuba
amanzi amanzi
ixhantela umthambo
igagasi iliza
nhlanzi intlanzi
igama igama
ithusi ibhrasi
umphefumulo umphefumlo
isinkwa isonka
ububanzi ububanzi
ukuphefumula ukuphefumla
okuqhephukayo iqoboqobo
isitshengisi isibonisi
ukuzalanisa ukukhwelanisa
fukamela fukama
isimokufukamela ukufukama
umeselani umakhi
ibunzi ibuzi
ibhulashi ityholo
umakhi umakhi
ibhakede i-emele
isakhiwo isakhiwo
zinto izinto
ikhonco ikhonkco
umqumbe ithupha
impandesigaxa isitswele
inyoni intaka
ukwakha akha
isibambagilobhu isibambi
shisa tsha
inkunzi inkunzi
isilonda isilonda
iqoqo igquba
umhume grumba
qhuma gqabhuka
ingilasisilinganisi ibhurethi
iklabishi ikhaphetshu
ngcwaba ngcwaba
ibhasi uduladula
ihlozi ityholo
isivalelizilwane indlu
uvemvane ibhabhathane
ibikasifiki ibhaza
amacembembali isikhondo
isiqinisamathambo ikalsiyam
ikhalipha isixhobo
ukubala ukubala
ikhemu intsimbi
isibali isixhobo
isenzasanwabu ukugquka
induko uswazi;
inkambu ikampu;
ikopi ikani
gcina inkonkxa
izinyo ibamba
igobolondo ibhokisana
ikhandlela ikhandlela
ukudla ukutya
imboni umzi
imoto inqwelo-mafutha
imboni umzi
isikebhe iphenyane
ingxenyesigcinamandla isigcini
ukhaphethi ikhaphethi
ilahle ibhetri
umbazi umchweli
ikhalibhodi ikhalibhodi
ingadi intyatyambo
indlasibhucu isilwanyana
ibhokisi ibhokisi
isihlilingi isilingi
ukubumba ukuxonkxa
inyela intsimbi
ifolishi ukutya
usimende isamente
idamu idama
amangcwaba indawo
isiphehligesi ibhetri
iketango itsheyina
ikhulunyaka inkulungwane
ubumba udongwe
umguduxhumano ijelo
ukubumba ubuchule
amasiriyeli amakhatshu
amandla amandla
amandla ikhemikhali
ilahlekhuni ilahle
inguquko intshukumo
nikezwe egcwele
utho ikhemikhali
ingulule ingwenkala
usokhemisi usokhemisti
ibhodi ibhodi
ikhemikhali ikhemikhali
ishizolo isitshwezi
isifuba isifuba;
izinyo izinyo
inkukhu inkukhu
ihhoko indlu
isikhiphamoya umlomo
hileka tsarhwa
ukungagqwali ukwambathisa
ukwenza ukwambathisa
canda nqunqa
okuyisiyingi ngqukuva
insimbi ikhrowum
isimuncwana incindi
umgudu umjelo
udlawusihlanganisi isiminxi
indunu isiqhagamsheli
zungeza jikelezisa
isihlanzi isicoci
umhlabathi umhlaba
cwathile zolile
amanzi amanzi
udongwe umxube
udongo umhlaba
izingubo impahla
iwashi iwotshi
umkhandimawashi umenzi
ifu ilifu
uhlelo ulawulonkqubo
kukuza kokoza
umgudu umjelo
Indwangu ilaphu
ilahle ilahle
umlilo umlilo
okumahhadla rhabaxa
itshe ilitye
iphela iphela
iqhude umqhagi
ukhukhunathi ikhokhonathi
eleka gquma
untamohluka ikhola
umfece isingxobo
isilwane enegazi
inhlanganiselazithombe ikholaji
qandayo ingqele
ithusi ubhedu
ngenambala engenambala
isondomibala ivili
insika intsika
inkombamgudu isalatha
isilinganisomdwebo igrafu
ukusha ukutshisa
akha enza
inhlanganisela edityanisiweyo
umoya umoya
umfutho amandla
isimpintshamoya isixinzeleli
inyandansimbi isixwexwe
isiqoqelalwazi ikhompyutha
jiyile engangxengwanga
ukudlulisa unikezelo
ukhonkolo ikhonkrithi
isitini isitena
guqula ulweliso
jiyisa jiyisa
isijiyisi isijiyisi
onga londoloza
okusakhoni ebuqokobhe
ukwakha ulwakhiwo
amathuluzi izixhobo
umfutho amandla
ibhodi indawo
impilonde ukuphila
uzwelokushisa ukutyhutyha
amaqubu usityana
umsinga umsinga
umoya impepho
ibhande ibhanti
phola phola
vukutha kukuza
isibambazinga isipholisi
pholisa pholisa
ihhokwana ihoko
ithusisihlanzi iklorayidi
ukhokho isivingco
umakhanjana isiqhoboshi
dleka ukudlakaza
ucingo ucingo
isikhumuzi isidlakazi
mazengezenge eneengqolo
ukuqomisa ukufunana
ukudlalisela izimbo
yonakele onakele
ukotini umqhaphu
indwangu ilaphu
isidalwa isidalwa
uvolo uboya
umqumbe igqabi
unkaxa isilenge
isigwedlo umphambo
isigwedli intsebenzo
isithambisi isidambisi
ukukhala ingxokozelo
ukukhilosha ukuluka
umqhele umphezulu
uwoyela ioyile
yijubane isantya
umgoqo umqobo
gandaya cubha
umgamanxo ucando
impuphu umgrayo
impuphu umgrayo
ukulima ukulima
ukwenzasatshe untlalutyiso
ikhabethe ikhabhathi
umsiki umsiki
unoqhwaku umlomo
isidladla ithupha
izikhali izixhobo
okusambhonxo eyisilinda
uzibuthe umazibuthe
umhlabathi umhlaba
ukwakha ukwakha
idamu ukwakha
mnyama mnyama
limaza ukonakalisa
imbila imbila
iqabunga igqabi
igciwane intsholongwane
ukufa ukufa
ngashumi ngezishumi
bolisa ukubola
cwenga ukucwenga
ukucwenga ukucwenga
bohlisa ukuhlisa
ipayipi umbhobho
cozululekayo ezihlelekileyo
iqabunga igqabi
izingakushisa iqondo
ngancibilika eba
ukuqopha isenzo
umqopho ukuyila
umqophi umyili
unkunzana inkunzana
amazolo umbethe
ubuso ubuso
ukushaya ukucofa
isifo isifo
onesifo onesifo
umudwa umgca
isihudo urhudo
ngokomdwebo ngomzobo
ukwetshisa ukwetyisa
ungcezumbilisitshalo emaceba
ukubumba ukutywina
umgudu umetyiso
udizili idizili
uhlelo ukutya
ukumba omba
hlambulula ukungxenga
i-ayodini iayodini
fiphele eluzizi
gcobhoza ukuthi
umsingagesi umsinga
ukuhlaba ilanga
ukukhanya ukukhanya
aba ukunika
hlakaza ukudiliza
ukuhlakaza ukudiliza
umontathu umacala
amanzi amanzi
ibhodlela iflaski
fuya ukuqhelisa
imbongolo imbongolo
isilinganisomdwebo idivayida
ngokwewusa ngasechwebeni
ijuba ihobe
umoya ngasemoyeni
isihlanganisi isikhonkwane
isikhonkwane induku
noboya enembuphu
ujekamanzi ugqamanzi
amaqubu imbuphu
ipayipi umbhobho
uhlelo umjelo
amanzi amanzi
isonjwana isinyusi
ihelehele umoya
isiphendulamasondo ibhanti
dweba zoba
umshini ibhola
ithonsi ithontsi
yenda jinga
isiphehlo incam
ukubhola ukubhola
ukozela ukozela
iwa ukuhlela
ibhodlela ibhotile
ithonsana ithontsana
indumbu ikhoba
isomiso imbalela
ilahle ibhetri
lomisile ukubalela
minza ukurhaxwa
izala etiphini
lahla ukulahla
inguganaboya ukomelela
uncukumbili ebuni
uthuli uthuli
gqwalile mfiliba
isivikelantuli isigqubuthelo
inhlayiya isuntswana
ukungena ukungena
ukungena ukungena
izimba imbewu
isiguqulambala idayi
isiphehligesi umatshini
undlebeni umqheba
ukhozi ukhozi
indlebe indlebe
isibethelo isikhuseli
ukugeleza ukuvuza
isiqaphakusebenzagesi iqhosha
impumalanga impuma
umthombothi umsimbithi
ezemvelo engqamene
hlobene elungelene
intambo ucingo
umzamo umzamo
iqanda iqanda
unqenqema isiphelo
isikhupha iqanda
umbokwane impalanga
igobolondo iqokobhe
okumhlophe indawo
ibhande ilastiki
isikhupha umthubi
ilanda ilanda
umfutho erekayo
igalikuni ilowe
impahla isixhobo
ikhebula intambo
ilastiki ilastikhi
ukushubhela ukufakela
isidonsamlilo inombane
umsinga umbane
umzungezo isekethi
umfutho amandla
isigundatshani umatshini
imotho isiguqulimandla
iplaki iplagi
inkinibho iqhosha
ukubulala ukubulawa
ukubanjwa ukuxhuzulwa
isixhumaplaki isokethi
inhlansi intlantsi
isitofu isitovu
intambo intambo
ngobunhlansi eneelektroni
indlovu indlovu
uhlelo uqhagamshelwano
umfutho i-imeyile
amandla isitsalane
ukusebenza ukusetyenziswa
inkinobho iqhosha
isivikeli i-inameli
umsoco ukutya
upende ipeyinti
isilwane isilwanyana
ukwedluliswa udluliso
okunikeza isinikimandla
isidlomqumbe isibindi
ezendalo umcimbi
injini injini
ingisawoti isolisi
ikhanda intloko
unjiniyela injineli
uzinzosilinganiso ukulingana
isifundosimo ufundo
isitsha isitya
isitsha impazamo
isihlahla luhlaza
igesi igesi
inhlabathi umhlaba
imvukazi imazi
intuthu umsi
ipayipi umbhobho
umgudu umbhobho
imba ukumba
qhuma qhushumba
ucwaningo ilinge
ihlo iliso
intambo intambo
umonakalo umonakalo
izinyo ibamba
ukubukeka inkangeleko
ukuvundisela uqhamiso
indwangu isiziba
isu ukwenziwa
ubuso ubuso
isishayisamoya isiniki-moya
ingaphezulu umphezulu
inzavulo izinyo
ingaphambili umphandle
ipulazi ifama
umlimi umlimi
ukulima ulimo
isithintithaluthuli indukwana
isihlanzandaba umatshini
epulazini ifama
itebhe amanqatha
bulalayo ebulalayo
kophaphe buntsibarha
ondla dlisa
umbiko ifeksi
nobukati iindidi
owesifazane imazi
iqanda iqanda
umnxumo ibhotile
imbali intyatyambo
uphondomuzwa iimpondo
insikane ifeni
sazibuthensimbi etsala
zalisa chumisa
sansimbi eyenziwe
umhlabathi umhlaba
ihlule iqanda
vundisa chumisa
isivundisi isichumisi
ungalwelwesi isithunzi
isicwengo intluzo
umkhiwane ifiya
amanzi amanzi
okutholakele isiphumo
isethosicwengo ifanele
iphephasicwengo iphepha
colisekile guda
umunwe umnwe
umcwengo isingxaza
isigwedlo iphiko
ujojo uhlobo
umlilo umlilo
isicishamlilo isicima-mlilo
isifuyelinhlanzi ifama
umcimimlilo umcimimlilo
umumo imilo
isihlahla uhlobo
doba gqibezela;
isicaba mcaba
ilangabi idangatye
umkholwane ikholwase
isitsha isitya
izingcili intshulube
okhelekayo evutha
bhakuza phaphazela
inyama inyama
isithelo isiqhamo
umbani ukukhanya
ucingo intambo
iflaski iflaski
ntweza ndanda
iphansi umgangatho
ufulawa umgubo
ntanta dada
iqulu umhlambi
inkombakulandelana isibonisi-senzeko
imbali intyatyambo
impukane impukane
ndiza bhabha
qhakazayo edubulayo
nomfonomfo efukufuku
umbungu into
khanyisayo ebengezelayo
igwebu ugwebu
inkungu inkungu
iesidi iasidi
thini inkonkxa
ukudla ukutya
isixubakudla isixubikutya
imfologo ifolokhwe
ihhoko ihoko
umumo imilo
inkukhu inkukhu
ikhanka impungutye
ukwakha ukubumba
uhlaka uphahla
umthombo umthombo
vithika cazulula
nhlanzi intlanzi
nhlanzi uhlobo
isenzaqhwa isikhenkcisi
igumbi isikhenkcisi
ixoxo isele
izingaqhwa iqondo
umoya impepho
umkhiqizo imveliso
khulile ukukhula
iqhwa iqabaka
isikhunta umngundo
ushukela iswekile
isetho ifanele
isithelo iziqhamo
umpe incindi
uboya uboya
impahla ifenitshala
inkasa umsele
umhlabathi umhlaba
uhlelo isixokelelwano
ikhanda isitovu
ukushintshana utshintsho
inhlanganisela umxokelelwano
intulo unqinishe
isitofu isitovu
ulwembu isefu
ukuphehla imveliso
mila ijenereyitha
mnene zolileyo
isithebe isiqulathi
ngobumnene ngokuzolileyo
ukumila ukuntshula
ezezwe ezelizwe
isiphefumulanhlanzi impefumla
imbali intyatyambo
indlulamithi indlulamthi
zala ukuzala
ishidi idwadwane
umcengezi isitya
ucezwana iglasi
isimunci iglasi
ingilazi isilinda
isiwuza isiwuza
ujeke ingqayi
inhlanzi intlanzi
mnene lungileyo
isinamathelisi isincamathelisi
ihansi irhanisi
isibhamu umpu
uhlobo igorila
hlafuna grenya;
uguquko utshintsho
nsundu lubhelu
imifanekisosithombe imizobo
uhlamvu ukhozo
umsizi ilahle
imfunda amathanga
utshani ingca
intethe intothoviyane
igilebhisi idiliya
ushukela iswekile
khuhluza greyitha
ifutho umbona
liguqubele zuba-ngwevu
klaba ukutya
lithuqasi mdaka-bungwevu
uhlakasikwele igridi
isitaxu amafutha
luhlaza luhlaza
ufudu uhlobo
gaya ukuguba
izingakukhula isantya
isisikisigudli igrayinda
impangela impangele
igwinsi uhlobo
khula ukukhula
isikhathi ixesha
isikhuthazakhaba isikhulisi
inyoni ingabangaba
isiqinisi ityhubhu
isiqinisindwangu umbaxa
indawo indawo
isisu isisu
khipha ukuqangqulula
isaha isarha
isichotho isichotho
itshe isiphango
isangquma isichotho
noboya lixhonti
ihenga isixhomi-mpahla
uhhafu isiqingatha
iqoqo uluhlu
isando ihamile;
uqwembe iplanga
ukuqina ukuqina
ukhuni umthi
nobungozi inobungozi
uheshana ukhetshe
ngenabungozi engenabungozi
ihhala ierhe
ukuvuna isivuno
nempilo philileyo
chamisela qandusela
isifukamelisi indawo
isilwane isilwanyana
umzimba umzimba
ukushisa ubushushu
indunduma imfumba
nqwabelanisa fumba
sanhliziyo buntliziyo
umfutho amandla
isishisisi isishushubezi
sindayo enzima
kwekhulu ikhulu
ukuphakama umphakamo
indwandwe ukhwalimanzi
ujekamanzi inqwelontaka
okudla oodlezinye
isicashelabusika ukufukama
isikhukhukazi isikhukhukazi
isithombo unukanuka
bhola grumba
inkangala ummandla
igquma induli
umlenze umlenze
ihinjisi ihenjisi
isiqu isiqu
ikhasinkomba isiza
uju ubusi
imbobo umngxuma
ikhekheba icangca
imbali icakatha
uphondo uphondo
inselo uphuphu
uziningweni ubhobhoyi
esinezinselo isilwanyana
ihhashi ihashe
isibhedlela isibhedlele
intethe intothoviyane
umkhawulo ulundi
ukwenza izenzo
ibhaluni inqwelomlilo
ihora iyure
umuntu umntu
impukane impukane
ivungazela ingcungcu
isihlanzandlu isicoci
okwasendlini iintwanantwana
zingela zingela;
komuntu ebubuntu
imvundo isivundiso
ikhoba ikhatshu
ugesi umbane
siphehlagesi isitishi
isixhobo uhlobo
ngomfutholuketshezi isixokelelwano
isifutho ufundo
impisi ingcuka
umfuthogesi umbane
iqhwa umkhenkce
iqhuzuliqhwa igaqa
impala impala
inhlayiyaliqhwa isuntswana
phambene engekho
ngcolile ngcolile
inhlayiya isuntswana
umdwebimifanekiso umzobi
cwilisa ntywilisa
isifaca isifotho
amanzi amanzi
okungaphili engaphiliyo
ubungotimkhiqizo uyilo-mveliso
insizakuhlola isixhobo
isithako isithako
inyumba ukungazali
ithayi ivili
isakhamfanekiso ubumbo
uyinki iinki
ukuqoqelakushisa ubushushu
intuba isango
inkabamudwa umbindi
okokusebenza isixhobo
iphakathi umphakathi
vimbela ambathisa
vimbela valela
ukumitha uqhamiso
ibhandesivikeli iteyipu
umzungezogesi isekethi
ilunga indawo
guqula gqwetha
ngenisa azisa
mvuthu umgubo
ngabonakaliyo engabonakaliyo
inhlayiya isuntswana
chelela nkcenkceshela
ingxube umxube
ukuchelela unkcenkceshelo
idamu idama
isiqhingi isiqithi
impungushe udyakalashe
isihlukanisi isithinteli
ujeke umhlathi
isibonisantathu imbonakalo
umhlathi umhlathi;
intandela isityalo
ujeke ujekhe
itheketheke ijeli
indlela uhambo
ubucwebe ilitye
ujeke ijagi
ujoyine hlanganisa
ilunga ilungu
ugcinazibuthe isikhuseli
isilinganisokushisa isikali
imbali intyatyambo
umongo isibindi
inkomba isikhokelo
ikhilomitha umyinge
ukhula unukanuka
umbuso ihlelo
bulala bulala
ubhayela ionti
ikhayithi ikhayithi
nitha ukuluka
ikhilo ikhilo
ikhilogramu umyinge
ucwazisivikeli isikhuseli
vikela ukulamineyitha
ifindo iqhina
umgakla iqhude
ilambu isibane;
indlu ilebhu
upendesikhazimulisi isikhazimlisi
ilondolo umzi
unyele impepho
isigundatshani imowa
zalela beka
salugqinsi eyalekiweyo
impande ingcambu
isidiyansimbi ilathi
ukudiya ukulatha
isiqu isiqu
iqabunga igqabi
umthambo umthambo
isikhumba isikhumba
icembe igqabi
iqabungana igqatyana
umphetho ungqameko
ubude ubude
elula ukwenza
ngobude ngokobude
ulele ubulembu
ingwe ingwe
isivalo isiciko
ulethisi umfuno
isihlambululi ikhondensa
linganisa ukundinda
isipholisi isipholisi
isigwadlulo isikali
impilo ubomi
igilobhu emdaka-bukhanya
igilobhu ibhalbhu
isimo imo
isiguqulagesi isidlulisi-mbane
umfutho amandla
ikheshi ukunyusa
luhlaza luhlaza-bukhanya
isibani isikhanyisi
umbani umbane
isitho ilungu
unyazi ulenyezo
isikhonkwane isilawuli-mbane
itshemcako ilitye
isisindo khaphukhaphu
amanzi umngxengo
amachopho iipali
gqishela ukwaleka
umugqankomba igrafu
semgqeni ngokomgca
ibhubesi imazi
isihlanganisi ikhonkco
hlanganisa ukudibanisa
hlambulula yenza
luketshezi imo
ilithimasi umchiza
ibhubesi ingonyama
iphephankomba iphepha
okuphilayo okuphilayo
isibankwa icikilishe
ilitha umlinganiselo
phila ukuphila
namandla iingcingo
umthwalo umthwalo
ifenya umhlaba
inhlabathi umhlaba
imfuyo imfuyo
intambo ucingo
indlebe idlebe
inhlamvu iceba
umalukwatha ingwenye
isandisamsindo umboko
umhlathi umhlathi
ingaphansi umgangatho
iqhwagi inkumbi
uzibuthe ilitye
ugodo isiqu
iselukandwangu umatshini
izinga iqondo
umshini umatshini
indawo indawo
imishini oomatshini
amandla amandla
usomshini ichule
isibungu impethu
inkombanyakatho umntla
ngadonswa isitsalwa
iposi iposi
amandla ubutsalane
imagnethayithi imagnethayithi
ingxabongqo ingcambu
khulisa ukwandisa
umthambo umthambo
iphalishi isidudu
ummbila umbona
isibonisakhulu iglasi
uhlobo umkhuhlu
isando isando
umalaleveva icesina
ncelisayo encancisayo
ibele ibele
ubulili ubuduna
imbali intyatyambo
isitshalo isityalo
okwenziwe uzenzele
udoti uzenzele
amandla amandla
akha ukuvelisa
umakhi umvelisi
ukwakha imveliso
indawo imarike
isilinganisosisindo isilinganisi-bunzima
umentshisi imatshisi
fanisa ukuthelekisa
ucwaningo uphando
lalana ukukhwelisa
ukulalana ukhwelwano
isikhathi ixesha
ukudla ukutya
impuphu umgubo
uqwembemsuka ibhodi
isikhwebu isikhwebu
kala ukulinganisa
impuphu umgubo
ihelelayisi umgrayo
ukukala ukulinganisela
ummbila iinkozo
imbewu imbewu
umbhonxo isilinganisi-lwelo
kalekayo enokulinganiswa
induku uluthi
inyama inyama
isiconsisamuthi isithontsizisi-yeza
intlaka intlaka
ncibilikisa ukunyibilikisa
ucwaningo uphando
umuthi amayeza
menyezelayo enentsimbi
uthi intonga
inguqukosimo uguqulo-milo
ufefe umnatha
inkanyezi ilitye
iqhosha iqhosha
upharafini isivuthisi
phakathi ezinzulwini
kahle ephakathi
isipirithi isipirithi
ubisi ubisi
umthakathi izinyo
igciwane ezingabonakaliyo
irula irula
imayini umgodi
imba yimba
isigayo umzi
gaya ukuguba
umgayi umgubi
usawoti ityiwa
okwenkulungwane isinye
imilimitha umyingana
inkungu inkungu
xuba ukuxuba
lipholile imozulu
swakeme efumileyo
inkawu inkawu
utiligi isimonyongo
isitshalo isityalo
umiyane ingcongconi
ushukela isuntswana
inyanga inyanga
inyoni uthekwane
